zipcode,name,tel,beonji,address
764-804,영양읍사무소,054-683-3002,동부리 550-10,경북 영양군　
757-805,예천읍사무소,054-652-3001,노하리 72,경북 예천군　
799-801,울릉읍사무소,054-790-6601,도동리 251-2,경북 울릉군　
767-801,울진읍사무소,054-783-3002,읍내리 581-2,경북 울진군　
767-902,평해읍사무소,054-787-5001,평해리 900-9,경북 울진군　
769-805,의성읍사무소,054-834-3002,후죽리 468,경북 의성군　
714-802,청도읍사무소,054-370-6721,고수리 498,경북 청도군　
714-901,화양읍사무소,054-373-3003,동상리 58,경북 청도군　
763-802,청송읍사무소,054-870-6601,월막리 381-4,경북 청송군　
718-844,북삼읍사무소,054-979-6821,인평리 365-1,경북 칠곡군　
718-831,석적읍사무소,054-979-6861,포남리 608,경북 칠곡군　
718-805,왜관읍사무소,054-979-6811,왜관리 281-9,경북 칠곡군　
545-805,광양읍사무소,061-797-2601,읍내리 272-1,전남 광양시　
520-844,남평읍사무소,061-331-2031,남평리 23-11,전남 나주시　
540-804,승주읍사무소,061-749-3601,서평리 92,전남 순천시　
556-901,돌산읍사무소,061-690-2601,군내리 353-1,전남 여수시　
527-802,강진읍사무소,061-430-3601,남성리 23-2,전남 강진군　
548-802,고흥읍사무소,061-830-5621,남계리 837-3,전남 고흥군　
548-900,도양읍사무소,061-830-5622,봉암리 2699-4,전남 고흥군　
516-800,곡성읍사무소,061-363-3002,읍내리 366-2,전남 곡성군　
542-804,구례읍사무소,061-782-2621,봉동리 295-1,전남 구례군　
517-805,담양읍사무소,061-380-3002,담주리 87,전남 담양군　
534-802,무안읍사무소,061-450-5601,성내리 191,전남 무안군　
534-904,일로읍사무소,061-450-5602,월암리 214-15,전남 무안군　
546-905,벌교읍사무소,061-857-3001,벌교리 602-2,전남 보성군　
546-802,보성읍사무소,061-852-3002,보성리 902-4,전남 보성군　
535-802,지도읍사무소,061-275-0031,읍내리 175,전남 신안군　
513-902,백수읍사무소,061-350-5885,천마리 616,전남 영광군　
513-807,영광읍사무소,061-350-5869~70,무령리 198-3,전남 영광군　
513-880,홍농읍사무소,061-350-5895,상하리 267,전남 영광군　
526-804,영암읍사무소,061-470-2601,동무리 47-3,전남 영암군　
537-901,금일읍사무소,061-553-2031,화목리 162-2,전남 완도군　
537-848,노화읍사무소,061-553-4631,이포리 205,전남 완도군　
537-802,완도읍사무소,061-554-3002,개포리 1243,전남 완도군　
515-805,장성읍사무소,061-394-3002,영천리 1105-1,전남 장성군　
529-875,관산읍사무소,061-860-0612,옥당리 421-3,전남 장흥군　
529-822,대덕읍사무소,061-860-0613,신월리 118-2,전남 장흥군　
529-804,장흥읍사무소,061-860-0611,기양리 110,전남 장흥군　
539-802,진도읍사무소,061-540-3561,남동리 776-1,전남 진도군　
525-802,함평읍사무소,061-320-3428,기각리 906-13,전남 함평군　
536-801,해남읍사무소,061-534-3002,고도리 479-2,전남 해남군　
519-807,화순읍사무소,061-370-1615,삼천리 623,전남 화순군　
573-902,옥구읍사무소,063-464-8544,선제리 449-1,전북 군산시　
576-862,만경읍사무소,063-542-5301,만경리 335-3,전북 김제시　
590-834,운봉읍사무소,063-620-6601,서천리 43-10,전북 남원시　
570-801,함열읍사무소,063-862-1301~3,남당리 산57-21,전북 익산시　
580-905,신태인읍사무소,063-571-3001,신태인리 142,전북 정읍시　
585-801,고창읍사무소,063-560-2540,교촌리 283-3,전북 고창군　
568-804,무주읍사무소,063-320-2621,읍내리 316,전북 무주군　
579-802,부안읍사무소,063-583-3001,동중리 123-2,전북 부안군　
595-803,순창읍사무소,063-650-1643,남계리 966,전북 순창군　
565-907,봉동읍사무소,063-261-3001,장기리 285-5,전북 완주군　
565-803,삼례읍사무소,063-291-3001,삼례리 1408-8,전북 완주군　
566-805,임실읍사무소,063-640-2601,이도리 627,전북 임실군　
597-800,장수읍사무소,063-351-3002,장수리 427,전북 장수군　
567-806,진안읍사무소,063-433-3002,군하리 136-6,전북 진안군　
314-896,유구읍사무소,041-841-3001,석남리 268-2,충남 공주시　
320-901,강경읍사무소,041-745-8282,남교리 76-1,충남 논산시　
320-834,연무읍사무소,041-742-2301,마산리 700-1,충남 논산시　
355-853,웅천읍사무소,041-933-2301~2,대창리 428-6,충남 보령시　
336-812,염치읍사무소,041-540-2601,염성리 172,충남 아산시　
312-802,금산읍사무소,041-752-3002,상리 40-2,충남 금산군　
343-806,당진읍사무소,041-355-3002,채운리 239,충남 당진군　
343-900,합덕읍사무소,041-362-3001,운산리 산86-1,충남 당진군　
323-806,부여읍사무소,041-830-2621,동남리 693,충남 부여군　
325-802,서천읍사무소,041-953-0491~2,군사리 481-8,충남 서천군　
325-907,장항읍사무소,041-956-3001,창선리 43,충남 서천군　
339-801,조치원읍사무소,041-861-2601,교리 61-9,충남 연기군　
340-902,삽교읍사무소,041-337-3001,두리리 572-3,충남 예산군　
340-804,예산읍사무소,041-331-3001,예산리 429-4,충남 예산군　
345-804,청양읍사무소,041-942-3002,읍내리 14-1,충남 청양군　
390-875,봉양읍사무소,043-640-4092,주포리 164-2,충북 제천시　
380-884,주덕읍사무소,043-850-2300~4,신양리 206,충북 충주시　
367-802,괴산읍사무소,043-830-3601,서부리 201-1,충북 괴산군　
376-807,보은읍사무소,043-540-3613,삼산리 130,충북 보은군　
373-803,옥천읍사무소,043-730-6631,문정리 439,충북 옥천군　
365-807,진천읍사무소,043-530-5360,읍내리 370-1,충북 진천군　
619-912,일광면사무소,051-721-3119,삼성리 62-2,부산 기장군　
619-963,정관면사무소,051-727-4003,용수리 141,부산 기장군　
619-872,철마면사무소,051-721-9003,와여리 546,부산 기장군　
711-865,가창면사무소,053-668-3304,용계리 82,대구 달성군　
711-891,구지면사무소,053-668-3309,창리 439,대구 달성군　
711-845,옥포면사무소,053-668-3306,본리리 814,대구 달성군　
711-882,유가면사무소,053-668-3308,금리 815,대구 달성군　
711-822,하빈면사무소,053-668-3305,현내리 933-1,대구 달성군　
711-872,현풍면사무소,053-668-3307,부리 352,대구 달성군　
417-922,교동면사무소,032-932-5001,대룡리 516,인천 강화군　
417-841,길상면사무소,032-937-0001,온수리 502,인천 강화군　
417-891,내가면사무소,032-932-6302,고천리 797-1,인천 강화군　
417-832,불은면사무소,032-937-5301,두운리 252,인천 강화군　
417-913,삼산면사무소,032-932-3001,석모리 237-2,인천 강화군　
417-930,서도면사무소,032-932-7004,주문리 산893,인천 강화군　
417-821,선원면사무소,032-933-4303,금월리 235,인천 강화군　
417-811,송해면사무소,032-934-4302,솔정리 357-2,인천 강화군　
417-853,양도면사무소,032-937-2001,하일리 188,인천 강화군　
417-881,양사면사무소,032-932-6301,교산리 346,인천 강화군　
417-873,하점면사무소,032-933-5302,신봉리 617-2,인천 강화군　
417-861,화도면사무소,032-937-1001,상방리 840,인천 강화군　
689-841,두동면사무소,052-262-7511,구미리 647-6,울산 울주군　
689-833,두서면사무소,052-262-6400,인보리 482-6,울산 울주군　
689-855,범서면사무소,052-211-5000,천상리 443,울산 울주군　
689-815,삼남면사무소,052-263-8860,신화리 1485-3,울산 울주군　
689-932,삼동면사무소,052-264-8044,하잠리 880,울산 울주군　
689-821,상북면사무소,052-262-2302,산전리 458,울산 울주군　
689-882,서생면사무소,052-239-5301,신암리 285-7,울산 울주군　
689-872,웅촌면사무소,052-225-3001,곡천리 322-1,울산 울주군　
689-863,청량면사무소,052-268-3001,상남리 595-7,울산 울주군　
210-821,강동면사무소,033-640-4604,상시동리 135-2,강원 강릉시　
210-811,구정면사무소,033-640-4603,구정리 400,강원 강릉시　
210-852,사천면사무소,033-640-4606,미노리 385-2,강원 강릉시　
210-841,성산면사무소,033-640-4601,구산리 186-3,강원 강릉시　
210-862,연곡면사무소,033-640-4607,방내리 44,강원 강릉시　
210-834,옥계면사무소,033-640-4605,현내리 310,강원 강릉시　
210-911,왕산면사무소,033-640-4602,도마리 328-2,강원 강릉시　
245-812,가곡면사무소,033-572-7412,오저리 17-1,강원 삼척시　
245-832,근덕면사무소,033-572-3700,교가리 661-1,강원 삼척시　
245-842,노곡면사무소,033-572-8011,하월산리 168,강원 삼척시　
245-821,미로면사무소,033-572-0016,하거로리 215-1,강원 삼척시　
245-921,신기면사무소,033-541-1800,신기리 271,강원 삼척시　
245-912,하장면사무소,033-552-0031,광동리 172-3,강원 삼척시　
220-853,귀래면사무소,033-741-2606,운남리 555-5,강원 원주시　
220-811,부론면사무소,033-741-2605,법천리 1449,강원 원주시　
220-835,소초면사무소,033-741-2602,평장리 789-1,강원 원주시　
220-862,신림면사무소,033-741-2609,신림리 519-14,강원 원주시　
220-822,지정면사무소,033-741-2604,간현리 853,강원 원주시　
220-934,판부면사무소,033-741-2608,1452-2,강원 원주시　
220-926,호저면사무소,033-741-2603,주산리 522,강원 원주시　
220-844,흥업면사무소,033-741-2607,흥업리 68,강원 원주시　
200-922,남면사무소,033-250-3606,발산리 503,강원 춘천시　
200-911,남산면사무소,033-250-3607,창촌리 67-5,강원 춘천시　
200-881,동내면사무소,033-250-3605,신촌리 583-1,강원 춘천시　
200-853,동면사무소,033-250-3602,지내리 209-1,강원 춘천시　
200-842,동산면사무소,033-250-3603,조양리 363-4,강원 춘천시　
200-871,북산면사무소,033-250-3610,오항리 389,강원 춘천시　
200-861,사북면사무소,033-250-3609,신포리 26,강원 춘천시　
200-831,서면사무소,033-250-3608,금산리 929,강원 춘천시　
200-812,신동면사무소,033-250-3604,증리 933,강원 춘천시　
219-822,죽왕면사무소,033-680-3642,오호리 170,강원 고성군　
219-833,토성면사무소,033-680-3652,천진리 163-1,강원 고성군　
219-811,현내면사무소,033-680-3632,대진리 200-1,강원 고성군　
255-815,남면사무소,033-480-2615,용하리 420,강원 양구군　
255-822,동면사무소,033-480-2625,임당리 593,강원 양구군　
255-833,방산면사무소,033-480-2635,현리 16,강원 양구군　
255-840,해안면사무소,033-480-2645,현리 157,강원 양구군　
215-852,강현면사무소,033-671-5007,정암리 450-4,강원 양양군　
215-812,서면사무소,033-672-3003,수상리 35-9,강원 양양군　
215-821,손양면사무소,033-672-3004,하왕도리 301-1,강원 양양군　
215-842,현남면사무소,033-671-6301,인구리 19,강원 양양군　
215-833,현북면사무소,033-672-1031,하광정리 산66-1,강원 양양군　
230-832,남면사무소,033-372-4001,연당리 1036,강원 영월군　
230-872,북면사무소,033-372-3001,마차리 1180-7,강원 영월군　
230-842,서면사무소,033-372-6001,신천리 465,강원 영월군　
230-862,수주면사무소,033-372-8001,무릉리 904,강원 영월군　
230-854,주천면사무소,033-372-7001,주천리 1242-2,강원 영월군　
230-811,중동면사무소,033-378-4001,녹전리 774-12,강원 영월군　
230-822,하동면사무소,033-372-9001,옥동리 266,강원 영월군　
252-845,기린면사무소,033-461-5301,현리 402,강원 인제군　
252-815,남면사무소,033-461-6301,신남리 329-1,강원 인제군　
252-822,북면사무소,033-461-3301,원통리 658-3,강원 인제군　
252-852,상남면사무소,033-461-6797,상남리 100-2,강원 인제군　
252-833,서화면사무소,033-462-4301,천도리 696,강원 인제군　
233-835,남면사무소,033-591-1301,문곡리 103-1,강원 정선군　
233-861,동면사무소,033-562-2301,화암리 372-3,강원 정선군　
233-845,북면사무소,033-562-4301,여량리 305-3,강원 정선군　
233-851,북평면사무소,033-562-3301,북평리 222-2,강원 정선군　
233-872,임계면사무소,033-562-6301,송계리 723,강원 정선군　
269-852,근남면사무소,033-450-5606,육단리 302-6,강원 철원군　
269-843,서면사무소,033-450-5605,자등리 752,강원 철원군　
232-912,대화면사무소,033-333-2301,대화리 1171-1,강원 평창군　
232-954,도암면사무소,033-335-5301,횡계리 335-21,강원 평창군　
232-822,미탄면사무소,033-332-3003,창리 618-1,강원 평창군　
232-813,방림면사무소,033-332-1301,방림리 1268,강원 평창군　
232-925,봉평면사무소,033-336-2301,창동리 292,강원 평창군　
232-932,용평면사무소,033-332-4301,용전리 135-1,강원 평창군　
232-948,진부면사무소,033-335-7301,하진부리 120,강원 평창군　
250-875,남면사무소,033-432-4301,양덕원리 178-1,강원 홍천군　
250-846,내면사무소,033-432-6031,창촌리 1573-7,강원 홍천군　
250-861,내촌면사무소,033-433-3031,도관리 444,강원 홍천군　
250-893,동면사무소,033-436-6031,속초리 873,강원 홍천군　
250-821,두촌면사무소,033-435-2301,자은리 869-2,강원 홍천군　
250-883,북방면사무소,033-435-6002,상화계리 93,강원 홍천군　
250-854,서면사무소,033-434-0031,반곡리 148-1,강원 홍천군　
250-835,서석면사무소,033-433-4031,풍암리 489-8,강원 홍천군　
250-815,화촌면사무소,033-432-2031,성산리 446,강원 홍천군　
209-822,간동면사무소,033-442-5301,유촌리 614,강원 화천군　
209-834,사내면사무소,033-441-4301,사창리 1-1,강원 화천군　
209-811,상서면사무소,033-441-6301,파포리 180,강원 화천군　
209-842,하남면사무소,033-441-7301,원천리 444,강원 화천군　
225-843,갑천면사무소,033-340-2645,매일리 670,강원 횡성군　
225-882,강림면사무소,033-340-2649,강림리 1539-1,강원 횡성군　
225-874,공근면사무소,033-340-2647,학담리 202,강원 횡성군　
225-832,둔내면사무소,033-340-2644,자포곡리 402,강원 횡성군　
225-861,서원면사무소,033-340-2648,창촌리 582,강원 횡성군　
225-821,안흥면사무소,033-340-2643,안흥리 284,강원 횡성군　
225-814,우천면사무소,033-340-2642,우항리 636-3,강원 횡성군　
225-852,청일면사무소,033-340-2646,유동리 855-1,강원 횡성군　
464-850,남종면사무소,031-768-9044,분원리 132,경기 광주시　
464-882,도척면사무소,031-762-8004,노곡리 58-14,경기 광주시　
464-810,중부면사무소,031-764-9926,광지원리 112,경기 광주시　
464-841,퇴촌면사무소,031-767-3044,광동리 327-1,경기 광주시　
